component,sample_date,biomass,stand
female_cones,1983-08-07,0,3
total_litter,1983-08-07,72.59,3
pine_needles,1983-09-07,19.75,3
spruce_needles,1983-09-07,0,3
fir_needles,1983-09-07,0,3
alder_leaves,1983-09-07,5.86,3
aspen_leaves,1983-09-07,0.15,3
structural,1983-09-07,20.91,3
male_cones,1983-09-07,0.69,3
female_cones,1983-09-07,0,3
total_litter,1983-09-07,47.36,3
pine_needles,1983-10-07,18.28,3
spruce_needles,1983-10-07,0,3
fir_needles,1983-10-07,0,3
alder_leaves,1983-10-07,14.38,3
aspen_leaves,1983-10-07,1.63,3
structural,1983-10-07,3.33,3
male_cones,1983-10-07,0.06,3
female_cones,1983-10-07,0,3
total_litter,1983-10-07,37.68,3
pine_needles,1983-11-07,31.2,3
spruce_needles,1983-11-07,1.91,3
fir_needles,1983-11-07,0,3
alder_leaves,1983-11-07,2.08,3
aspen_leaves,1983-11-07,1.25,3
structural,1983-11-07,4.41,3
male_cones,1983-11-07,0.08,3
female_cones,1983-11-07,0,3
total_litter,1983-11-07,40.93,3
pine_needles,1984-05-07,63.5,3
spruce_needles,1984-05-07,2.19,3
fir_needles,1984-05-07,0,3
alder_leaves,1984-05-07,0.82,3
aspen_leaves,1984-05-07,0,3
structural,1984-05-07,41.28,3
male_cones,1984-05-07,0.44,3
female_cones,1984-05-07,0,3
total_litter,1984-05-07,108.23,3
pine_needles,annual_mean,175.9,3
spruce_needles,annual_mean,4.8,3
fir_needles,annual_mean,0,3
alder_leaves,annual_mean,25.42,3
aspen_leaves,annual_mean,3.55,3
structural,annual_mean,118.55,3
male_cones,annual_mean,12.17,3
female_cones,annual_mean,0,3
total_litter,annual_mean,340.39,3
pine_needles,1983-06-07,1.01,3
spruce_needles,1983-06-07,0.67,3
fir_needles,1983-06-07,0,3
alder_leaves,1983-06-07,0.59,3
aspen_leaves,1983-06-07,0.25,3
structural,1983-06-07,2.88,3
male_cones,1983-06-07,0.25,3
female_cones,1983-06-07,0,3
total_litter,1983-06-07,5.65,3
pine_needles,1983-07-02,2.6,3
spruce_needles,1983-07-02,0.59,3
fir_needles,1983-07-02,0,3
alder_leaves,1983-07-02,0.31,3
aspen_leaves,1983-07-02,0.14,3
structural,1983-07-02,5.25,3
male_cones,1983-07-02,0.88,3
female_cones,1983-07-02,0,3
total_litter,1983-07-02,9.77,3
pine_needles,1983-08-07,5.37,3
spruce_needles,1983-08-07,0.37,3
fir_needles,1983-08-07,0,3
alder_leaves,1983-08-07,1.66,3
aspen_leaves,1983-08-07,0.49,3
structural,1983-08-07,15.74,3
male_cones,1983-08-07,1.38,3
female_cones,1983-08-07,0,3
total_litter,1983-08-07,25.01,3
pine_needles,1983-09-07,7.61,3
spruce_needles,1983-09-07,0.01,3
fir_needles,1983-09-07,0,3
alder_leaves,1983-09-07,7.63,3
aspen_leaves,1983-09-07,0.35,3
structural,1983-09-07,15.31,3
male_cones,1983-09-07,0.36,3
female_cones,1983-09-07,0,3
total_litter,1983-09-07,31.27,3
pine_needles,1983-10-07,4.42,3
spruce_needles,1983-10-07,0,3
fir_needles,1983-10-07,0,3
alder_leaves,1983-10-07,14.23,3
aspen_leaves,1983-10-07,3.64,3
structural,1983-10-07,4.93,3
male_cones,1983-10-07,0.07,3
female_cones,1983-10-07,0,3
total_litter,1983-10-07,27.29,3
pine_needles,1983-11-07,7.5,3
spruce_needles,1983-11-07,3.84,3
fir_needles,1983-11-07,0,3
alder_leaves,1983-11-07,1.49,3
aspen_leaves,1983-11-07,2.36,3
structural,1983-11-07,4.72,3
male_cones,1983-11-07,0.08,3
female_cones,1983-11-07,0,3
total_litter,1983-11-07,19.99,3
pine_needles,1984-05-07,11.34,3
spruce_needles,1984-05-07,4.06,3
fir_needles,1984-05-07,0,3
alder_leaves,1984-05-07,1.13,3
aspen_leaves,1984-05-07,0,3
structural,1984-05-07,35.96,3
male_cones,1984-05-07,0.1,3
female_cones,1984-05-07,0,3
total_litter,1984-05-07,52.59,3
pine_needles,annual_mean,39.85,3
spruce_needles,annual_mean,9.54,3
fir_needles,annual_mean,0,3
alder_leaves,annual_mean,27.04,3
aspen_leaves,annual_mean,7.23,3
structural,annual_mean,84.79,3
male_cones,annual_mean,3.12,3
female_cones,annual_mean,0,3
total_litter,annual_mean,68.5,3
