component,sample_date,biomass,site,trap_number
pine_needles,1984-05-06,24.08,sa,4
spruce_needles,1984-05-06,0.64,sa,4
aspen_leaves,1984-05-06,0.32,sa,4
male_cones,1984-05-06,0.04,sa,4
structural,1984-05-06,8.88,sa,4
total_litter,1984-05-06,57.96,sa,4
pine_needles,1983-06-05,5.48,sa,5
spruce_needles,1983-06-05,0,sa,5
aspen_leaves,1983-06-05,0,sa,5
male_cones,1983-06-05,0.24,sa,5
structural,1983-06-05,6.72,sa,5
total_litter,1983-06-05,12.44,sa,5
pine_needles,1983-07-04,7.96,sa,5
spruce_needles,1983-07-04,0,sa,5
aspen_leaves,1983-07-04,0,sa,5
male_cones,1983-07-04,0.64,sa,5
structural,1983-07-04,7.12,sa,5
total_litter,1983-07-04,15.72,sa,5
pine_needles,1983-08-03,6.32,sa,5
spruce_needles,1983-08-03,0,sa,5
aspen_leaves,1983-08-03,0,sa,5
male_cones,1983-08-03,2.6,sa,5
structural,1983-08-03,8.24,sa,5
total_litter,1983-08-03,27.76,sa,5
pine_needles,1983-08-26,3.84,sa,5
spruce_needles,1983-08-26,0,sa,5
aspen_leaves,1983-08-26,0,sa,5
male_cones,1983-08-26,0.36,sa,5
structural,1983-08-26,12.8,sa,5
total_litter,1983-08-26,17,sa,5
pine_needles,1983-09-10,5.76,sa,5
spruce_needles,1983-09-10,0,sa,5
aspen_leaves,1983-09-10,0,sa,5
male_cones,1983-09-10,0.2,sa,5
structural,1983-09-10,1,sa,5
total_litter,1983-09-10,6.96,sa,5
pine_needles,1983-09-27,NA,sa,5
spruce_needles,1983-09-27,NA,sa,5
aspen_leaves,1983-09-27,NA,sa,5
male_cones,1983-09-27,NA,sa,5
structural,1983-09-27,NA,sa,5
total_litter,1983-09-27,NA,sa,5
pine_needles,1983-10-09,7.68,sa,5
spruce_needles,1983-10-09,0.44,sa,5
aspen_leaves,1983-10-09,4.96,sa,5
male_cones,1983-10-09,0,sa,5
structural,1983-10-09,1.12,sa,5
total_litter,1983-10-09,14.2,sa,5
pine_needles,1984-05-06,39.12,sa,5
spruce_needles,1984-05-06,0,sa,5
aspen_leaves,1984-05-06,0.6,sa,5
male_cones,1984-05-06,0.04,sa,5
structural,1984-05-06,7.52,sa,5
total_litter,1984-05-06,46.88,sa,5
pine_needles,1983-06-05,4.64,sa,6
spruce_needles,1983-06-05,4.64,sa,6
aspen_leaves,1983-06-05,0,sa,6
male_cones,1983-06-05,0.48,sa,6
structural,1983-06-05,1.04,sa,6
total_litter,1983-06-05,10.8,sa,6
pine_needles,1983-07-04,6,sa,6
spruce_needles,1983-07-04,5.96,sa,6
aspen_leaves,1983-07-04,0,sa,6
male_cones,1983-07-04,0.84,sa,6
structural,1983-07-04,6.24,sa,6
total_litter,1983-07-04,19.04,sa,6
pine_needles,1983-08-03,4,sa,6
spruce_needles,1983-08-03,2.48,sa,6
aspen_leaves,1983-08-03,10.92,sa,6
male_cones,1983-08-03,1.64,sa,6
structural,1983-08-03,3.72,sa,6
total_litter,1983-08-03,11.84,sa,6
pine_needles,1983-08-26,4.6,sa,6
spruce_needles,1983-08-26,0,sa,6
aspen_leaves,1983-08-26,0,sa,6
male_cones,1983-08-26,0.24,sa,6
structural,1983-08-26,2.56,sa,6
total_litter,1983-08-26,7.4,sa,6
pine_needles,1983-09-10,3.88,sa,6
spruce_needles,1983-09-10,0.36,sa,6
aspen_leaves,1983-09-10,0,sa,6
male_cones,1983-09-10,0.8,sa,6
structural,1983-09-10,0.76,sa,6
total_litter,1983-09-10,5.8,sa,6
pine_needles,1983-09-27,NA,sa,6
spruce_needles,1983-09-27,NA,sa,6
aspen_leaves,1983-09-27,NA,sa,6
male_cones,1983-09-27,NA,sa,6
structural,1983-09-27,NA,sa,6
total_litter,1983-09-27,NA,sa,6
pine_needles,1983-10-09,4.2,sa,6
spruce_needles,1983-10-09,1.4,sa,6
aspen_leaves,1983-10-09,1.64,sa,6
male_cones,1983-10-09,0.4,sa,6
structural,1983-10-09,0.28,sa,6
total_litter,1983-10-09,10.72,sa,6
pine_needles,1984-05-06,32.96,sa,6
spruce_needles,1984-05-06,35.6,sa,6
aspen_leaves,1984-05-06,0.16,sa,6
male_cones,1984-05-06,28.12,sa,6
structural,1984-05-06,17.44,sa,6
total_litter,1984-05-06,114.28,sa,6
pine_needles,1983-06-05,4.72,sa,7
spruce_needles,1983-06-05,0,sa,7
aspen_leaves,1983-06-05,0,sa,7
male_cones,1983-06-05,0.16,sa,7
structural,1983-06-05,0.28,sa,7
total_litter,1983-06-05,5.16,sa,7
pine_needles,1983-07-04,6.52,sa,7
spruce_needles,1983-07-04,0,sa,7
aspen_leaves,1983-07-04,0,sa,7
male_cones,1983-07-04,0.44,sa,7
structural,1983-07-04,3.08,sa,7
total_litter,1983-07-04,10.04,sa,7
pine_needles,1983-08-03,4.16,sa,7
spruce_needles,1983-08-03,0,sa,7
aspen_leaves,1983-08-03,0,sa,7
male_cones,1983-08-03,0.68,sa,7
structural,1983-08-03,1.04,sa,7
total_litter,1983-08-03,5.88,sa,7
pine_needles,1983-08-26,2.48,sa,7
spruce_needles,1983-08-26,0,sa,7
aspen_leaves,1983-08-26,0,sa,7
male_cones,1983-08-26,0.24,sa,7
structural,1983-08-26,1.12,sa,7
total_litter,1983-08-26,3.84,sa,7
pine_needles,1983-09-10,2.44,sa,7
spruce_needles,1983-09-10,0.16,sa,7
aspen_leaves,1983-09-10,0,sa,7
male_cones,1983-09-10,0.16,sa,7
structural,1983-09-10,1.16,sa,7
total_litter,1983-09-10,3.92,sa,7
pine_needles,1983-09-27,12.8,sa,7
spruce_needles,1983-09-27,1.56,sa,7
aspen_leaves,1983-09-27,0,sa,7
male_cones,1983-09-27,0.72,sa,7
structural,1983-09-27,0.76,sa,7
total_litter,1983-09-27,12.16,sa,7
pine_needles,1983-10-09,7.44,sa,7
spruce_needles,1983-10-09,1.8,sa,7
aspen_leaves,1983-10-09,0,sa,7
male_cones,1983-10-09,0.04,sa,7
structural,1983-10-09,0.04,sa,7
total_litter,1983-10-09,9.32,sa,7
pine_needles,1984-05-06,17.68,sa,7
spruce_needles,1984-05-06,0.96,sa,7
aspen_leaves,1984-05-06,0,sa,7
male_cones,1984-05-06,0.04,sa,7
structural,1984-05-06,2,sa,7
total_litter,1984-05-06,20.68,sa,7
pine_needles,1983-06-05,6.6,sa,8
spruce_needles,1983-06-05,0,sa,8
aspen_leaves,1983-06-05,0,sa,8
male_cones,1983-06-05,0.44,sa,8
structural,1983-06-05,1.88,sa,8
total_litter,1983-06-05,8.92,sa,8
pine_needles,1983-07-04,8.8,sa,8
spruce_needles,1983-07-04,0,sa,8
aspen_leaves,1983-07-04,0,sa,8
male_cones,1983-07-04,1.16,sa,8
structural,1983-07-04,2.88,sa,8
total_litter,1983-07-04,12.84,sa,8
pine_needles,1983-08-03,7.76,sa,8
spruce_needles,1983-08-03,0,sa,8
aspen_leaves,1983-08-03,0,sa,8
male_cones,1983-08-03,2.2,sa,8
structural,1983-08-03,6.04,sa,8
total_litter,1983-08-03,16,sa,8
pine_needles,1983-08-26,6.64,sa,8
spruce_needles,1983-08-26,0,sa,8
aspen_leaves,1983-08-26,0,sa,8
male_cones,1983-08-26,0.56,sa,8
structural,1983-08-26,2.72,sa,8
total_litter,1983-08-26,9.92,sa,8
pine_needles,1983-09-10,5.16,sa,8
spruce_needles,1983-09-10,0.16,sa,8
aspen_leaves,1983-09-10,0,sa,8
male_cones,1983-09-10,0.08,sa,8
structural,1983-09-10,1.32,sa,8
total_litter,1983-09-10,6.72,sa,8
pine_needles,1983-09-27,7.12,sa,8
spruce_needles,1983-09-27,3.64,sa,8
aspen_leaves,1983-09-27,0,sa,8
male_cones,1983-09-27,0.24,sa,8
structural,1983-09-27,0.32,sa,8
total_litter,1983-09-27,14.92,sa,8
pine_needles,1983-10-09,7.08,sa,8
spruce_needles,1983-10-09,1.4,sa,8
aspen_leaves,1983-10-09,0.12,sa,8
male_cones,1983-10-09,0,sa,8
structural,1983-10-09,0.16,sa,8
total_litter,1983-10-09,8.76,sa,8
pine_needles,1984-05-06,33.32,sa,8
spruce_needles,1984-05-06,4.92,sa,8
aspen_leaves,1984-05-06,0,sa,8
male_cones,1984-05-06,0.68,sa,8
structural,1984-05-06,9.36,sa,8
total_litter,1984-05-06,48.28,sa,8
pine_needles,1983-06-05,3.92,sa,9
spruce_needles,1983-06-05,0,sa,9
aspen_leaves,1983-06-05,0,sa,9
male_cones,1983-06-05,0.16,sa,9
structural,1983-06-05,0.16,sa,9
total_litter,1983-06-05,4.24,sa,9
pine_needles,1983-07-04,7.6,sa,9
spruce_needles,1983-07-04,0,sa,9
aspen_leaves,1983-07-04,0,sa,9
male_cones,1983-07-04,1.04,sa,9
structural,1983-07-04,0.48,sa,9
total_litter,1983-07-04,9.12,sa,9
pine_needles,1983-08-03,2.64,sa,9
spruce_needles,1983-08-03,0,sa,9
aspen_leaves,1983-08-03,0,sa,9
male_cones,1983-08-03,1.8,sa,9
structural,1983-08-03,3.64,sa,9
total_litter,1983-08-03,8.08,sa,9
pine_needles,1983-08-26,2.08,sa,9
spruce_needles,1983-08-26,0,sa,9
aspen_leaves,1983-08-26,0,sa,9
male_cones,1983-08-26,0.28,sa,9
structural,1983-08-26,0.4,sa,9
total_litter,1983-08-26,2.76,sa,9
pine_needles,1983-09-10,NA,sa,9
spruce_needles,1983-09-10,NA,sa,9
aspen_leaves,1983-09-10,0,sa,9
male_cones,1983-09-10,NA,sa,9
structural,1983-09-10,NA,sa,9
total_litter,1983-09-10,NA,sa,9
pine_needles,1983-09-27,NA,sa,9
spruce_needles,1983-09-27,NA,sa,9
aspen_leaves,1983-09-27,NA,sa,9
male_cones,1983-09-27,NA,sa,9
structural,1983-09-27,NA,sa,9
total_litter,1983-09-27,NA,sa,9
pine_needles,1983-10-09,4.08,sa,9
spruce_needles,1983-10-09,0.88,sa,9
aspen_leaves,1983-10-09,4.36,sa,9
male_cones,1983-10-09,0,sa,9
structural,1983-10-09,0,sa,9
total_litter,1983-10-09,9.32,sa,9
pine_needles,1984-05-06,22.52,sa,9
spruce_needles,1984-05-06,0.8,sa,9
aspen_leaves,1984-05-06,0,sa,9
male_cones,1984-05-06,0.04,sa,9
structural,1984-05-06,3.88,sa,9
total_litter,1984-05-06,27.24,sa,9
pine_needles,1983-06-05,5.24,sa,10
spruce_needles,1983-06-05,0,sa,10
aspen_leaves,1983-06-05,0,sa,10
male_cones,1983-06-05,0.16,sa,10
structural,1983-06-05,1.24,sa,10
total_litter,1983-06-05,6.64,sa,10
pine_needles,1983-07-04,4.6,sa,10
spruce_needles,1983-07-04,4.56,sa,10
aspen_leaves,1983-07-04,0,sa,10
male_cones,1983-07-04,0.88,sa,10
structural,1983-07-04,4.88,sa,10
total_litter,1983-07-04,14.92,sa,10
pine_needles,1983-08-03,4.32,sa,10
spruce_needles,1983-08-03,0,sa,10
aspen_leaves,1983-08-03,0,sa,10
male_cones,1983-08-03,1.04,sa,10
structural,1983-08-03,1.72,sa,10
total_litter,1983-08-03,7.08,sa,10
pine_needles,1983-08-26,2.4,sa,10
spruce_needles,1983-08-26,2.4,sa,10
aspen_leaves,1983-08-26,0,sa,10
male_cones,1983-08-26,0.16,sa,10
structural,1983-08-26,1.28,sa,10
total_litter,1983-08-26,6.24,sa,10
pine_needles,1983-09-10,1.92,sa,10
spruce_needles,1983-09-10,1.08,sa,10
aspen_leaves,1983-09-10,NA,sa,10
male_cones,1983-09-10,0.08,sa,10
structural,1983-09-10,2.16,sa,10
total_litter,1983-09-10,5.24,sa,10
pine_needles,1983-09-27,NA,sa,10
spruce_needles,1983-09-27,NA,sa,10
aspen_leaves,1983-09-27,NA,sa,10
male_cones,1983-09-27,NA,sa,10
structural,1983-09-27,NA,sa,10
total_litter,1983-09-27,NA,sa,10
pine_needles,1983-10-09,2.8,sa,10
spruce_needles,1983-10-09,4.12,sa,10
aspen_leaves,1983-10-09,0.84,sa,10
male_cones,1983-10-09,34.72,sa,10
structural,1983-10-09,0.68,sa,10
total_litter,1983-10-09,43.16,sa,10
pine_needles,1984-05-06,19.52,sa,10
spruce_needles,1984-05-06,23.72,sa,10
aspen_leaves,1984-05-06,0.52,sa,10
male_cones,1984-05-06,37.68,sa,10
structural,1984-05-06,13,sa,10
total_litter,1984-05-06,94.44,sa,10
pine_needles,1983-06-05,4.8,sa,11
spruce_needles,1983-06-05,0.888,sa,11
aspen_leaves,1983-06-05,0,sa,11
male_cones,1983-06-05,0.264,sa,11
structural,1983-06-05,1.568,sa,11
total_litter,1983-06-05,7.52,sa,11
pine_needles,1983-07-04,6.348,sa,11
spruce_needles,1983-07-04,1.648,sa,11
aspen_leaves,1983-07-04,0,sa,11
male_cones,1983-07-04,0.908,sa,11
structural,1983-07-04,3.156,sa,11
total_litter,1983-07-04,12.552,sa,11
pine_needles,1983-08-03,4.54,sa,11
spruce_needles,1983-08-03,0.472,sa,11
aspen_leaves,1983-08-03,1.092,sa,11
male_cones,1983-08-03,1.736,sa,11
structural,1983-08-03,4.536,sa,11
total_litter,1983-08-03,12.344,sa,11
pine_needles,1983-08-26,3.184,sa,11
spruce_needles,1983-08-26,0.472,sa,11
aspen_leaves,1983-08-26,0.072,sa,11
male_cones,1983-08-26,0.28,sa,11
structural,1983-08-26,2.608,sa,11
total_litter,1983-08-26,6.544,sa,11
pine_needles,1983-09-10,3.213,sa,11
spruce_needles,1983-09-10,0.787,sa,11
aspen_leaves,1983-09-10,0,sa,11
male_cones,1983-09-10,0.208888,sa,11
structural,1983-09-10,1.21333,sa,11
total_litter,1983-09-10,5.4222,sa,11
pine_needles,1983-09-27,9.96,sa,11
spruce_needles,1983-09-27,2.6,sa,11
aspen_leaves,1983-09-27,0,sa,11
male_cones,1983-09-27,0.48,sa,11
structural,1983-09-27,0.54,sa,11
total_litter,1983-09-27,13.54,sa,11
pine_needles,1983-10-09,5.004,sa,11
spruce_needles,1983-10-09,2.312,sa,11
aspen_leaves,1983-10-09,2.528,sa,11
male_cones,1983-10-09,3.524,sa,11
structural,1983-10-09,0.4,sa,11
total_litter,1983-10-09,14.048,sa,11
pine_needles,1984-05-06,27.552,sa,11
spruce_needles,1984-05-06,8.778,sa,11
aspen_leaves,1984-05-06,0.268,sa,11
male_cones,1984-05-06,6.696,sa,11
structural,1984-05-06,8.88,sa,11
total_litter,1984-05-06,54.544,sa,11
pine_needles,1983-06-05,0.829,sa,12
spruce_needles,1983-06-05,1.874,sa,12
aspen_leaves,1983-06-05,0,sa,12
male_cones,1983-06-05,0.116544,sa,12
structural,1983-06-05,1.90324,sa,12
total_litter,1983-06-05,2.7516,sa,12
pine_needles,1983-07-04,1.41,sa,12
spruce_needles,1983-07-04,2.681,sa,12
aspen_leaves,1983-07-04,0,sa,12
male_cones,1983-07-04,0.26803,sa,12
structural,1983-07-04,2.37688,sa,12
total_litter,1983-07-04,4.0238,sa,12
pine_needles,1983-08-03,1.449,sa,12
spruce_needles,1983-08-03,0.997,sa,12
aspen_leaves,1983-08-03,3.453,sa,12
male_cones,1983-08-03,0.61945,sa,12
structural,1983-08-03,3.9251,sa,12
total_litter,1983-08-03,6.8613,sa,12
pine_needles,1983-08-26,1.472,sa,12
spruce_needles,1983-08-26,0.995,sa,12
aspen_leaves,1983-08-26,0.228,sa,12
male_cones,1983-08-26,0.12074,sa,12
structural,1983-08-26,3.6881,sa,12
total_litter,1983-08-26,5.3234,sa,12
pine_needles,1983-09-10,1.437,sa,12
spruce_needles,1983-09-10,1.616,sa,12
aspen_leaves,1983-09-10,0,sa,12
male_cones,1983-09-10,0.22696,sa,12
structural,1983-09-10,0.65666,sa,12
total_litter,1983-09-10,1.32892,sa,12
pine_needles,1983-09-27,4.016,sa,12
spruce_needles,1983-09-27,1.471,sa,12
aspen_leaves,1983-09-27,0,sa,12
male_cones,1983-09-27,0.34,sa,12
structural,1983-09-27,0.312,sa,12
total_litter,1983-09-27,1.96,sa,12
pine_needles,1983-10-09,1.9,sa,12
spruce_needles,1983-10-09,3.838,sa,12
aspen_leaves,1983-10-09,4.005,sa,12
male_cones,1983-10-09,10.9618,sa,12
structural,1983-10-09,0.34409,sa,12
total_litter,1983-10-09,12.3552,sa,12
pine_needles,1984-05-06,6.812,sa,12
spruce_needles,1984-05-06,13.053,sa,12
aspen_leaves,1984-05-06,0.29,sa,12
male_cones,1984-05-06,13.9948,sa,12
structural,1984-05-06,4.8975,sa,12
total_litter,1984-05-06,29.578,sa,12
pine_needles,1983-06-07,1.12,wo,1
male_cones,1983-06-07,0,wo,1
structural,1983-06-07,0.16,wo,1
total_litter,1983-06-07,1.28,wo,1
pine_needles,1983-07-01,6.36,wo,1
male_cones,1983-07-01,0.44,wo,1
structural,1983-07-01,4.92,wo,1
total_litter,1983-07-01,11.72,wo,1
pine_needles,1983-08-04,5.84,wo,1
male_cones,1983-08-04,0.16,wo,1
structural,1983-08-04,18.08,wo,1
total_litter,1983-08-04,24.08,wo,1
pine_needles,1983-08-30,3.64,wo,1
male_cones,1983-08-30,0.04,wo,1
structural,1983-08-30,4.56,wo,1
total_litter,1983-08-30,8.24,wo,1
pine_needles,1983-09-04,3.44,wo,1
male_cones,1983-09-04,0,wo,1
structural,1983-09-04,0.28,wo,1
total_litter,1983-09-04,3.72,wo,1
pine_needles,1983-09-26,8.76,wo,1
male_cones,1983-09-26,0.04,wo,1
structural,1983-09-26,0.32,wo,1
total_litter,1983-09-26,9.12,wo,1
pine_needles,1983-10-13,8,wo,1
male_cones,1983-10-13,0,wo,1
structural,1983-10-13,0.08,wo,1
total_litter,1983-10-13,8.08,wo,1
pine_needles,1984-05-08,24.92,wo,1
male_cones,1984-05-08,0,wo,1
structural,1984-05-08,2.64,wo,1
total_litter,1984-05-08,27.56,wo,1
pine_needles,1983-06-07,1,wo,2
male_cones,1983-06-07,0,wo,2
structural,1983-06-07,0.16,wo,2
total_litter,1983-06-07,1.16,wo,2
pine_needles,1983-07-01,4.04,wo,2
male_cones,1983-07-01,0.72,wo,2
structural,1983-07-01,0.08,wo,2
total_litter,1983-07-01,4.84,wo,2
pine_needles,1983-08-04,1.92,wo,2
male_cones,1983-08-04,3.04,wo,2
structural,1983-08-04,1.92,wo,2
total_litter,1983-08-04,6.88,wo,2
pine_needles,1983-08-30,2.04,wo,2
male_cones,1983-08-30,0.04,wo,2
structural,1983-08-30,0,wo,2
total_litter,1983-08-30,2.08,wo,2
pine_needles,1983-09-04,NA,wo,2
male_cones,1983-09-04,NA,wo,2
structural,1983-09-04,NA,wo,2
total_litter,1983-09-04,NA,wo,2
pine_needles,1983-09-26,NA,wo,2
male_cones,1983-09-26,NA,wo,2
structural,1983-09-26,NA,wo,2
total_litter,1983-09-26,NA,wo,2
pine_needles,1983-10-13,4.08,wo,2
male_cones,1983-10-13,0,wo,2
structural,1983-10-13,0.04,wo,2
total_litter,1983-10-13,4.12,wo,2
pine_needles,1984-05-08,19.8,wo,2
male_cones,1984-05-08,0,wo,2
structural,1984-05-08,0.48,wo,2
total_litter,1984-05-08,20.28,wo,2
pine_needles,1983-06-07,0.8,wo,3
male_cones,1983-06-07,0,wo,3
structural,1983-06-07,0.16,wo,3
total_litter,1983-06-07,0.96,wo,3
pine_needles,1983-07-01,NA,wo,3
male_cones,1983-07-01,NA,wo,3
structural,1983-07-01,NA,wo,3
total_litter,1983-07-01,NA,wo,3
pine_needles,1983-08-04,NA,wo,3
male_cones,1983-08-04,NA,wo,3
structural,1983-08-04,NA,wo,3
total_litter,1983-08-04,NA,wo,3
pine_needles,1983-08-30,NA,wo,3
male_cones,1983-08-30,NA,wo,3
structural,1983-08-30,NA,wo,3
total_litter,1983-08-30,NA,wo,3
pine_needles,1983-09-04,1.32,wo,3
male_cones,1983-09-04,0,wo,3
structural,1983-09-04,0.08,wo,3
total_litter,1983-09-04,1.4,wo,3
pine_needles,1983-09-26,4.88,wo,3
male_cones,1983-09-26,0,wo,3
structural,1983-09-26,0.08,wo,3
total_litter,1983-09-26,4.96,wo,3
pine_needles,1983-10-13,3.2,wo,3
male_cones,1983-10-13,0,wo,3
structural,1983-10-13,0.04,wo,3
total_litter,1983-10-13,3.24,wo,3
pine_needles,1984-05-08,18.12,wo,3
male_cones,1984-05-08,0.04,wo,3
structural,1984-05-08,0.24,wo,3
total_litter,1984-05-08,18.4,wo,3
pine_needles,1983-06-07,0.88,wo,4
male_cones,1983-06-07,0.04,wo,4
structural,1983-06-07,0.36,wo,4
total_litter,1983-06-07,1.28,wo,4
pine_needles,1983-07-01,2.08,wo,4
male_cones,1983-07-01,0.48,wo,4
structural,1983-07-01,0.24,wo,4
total_litter,1983-07-01,2.8,wo,4
pine_needles,1983-08-04,6.8,wo,4
male_cones,1983-08-04,0.92,wo,4
structural,1983-08-04,16.92,wo,4
total_litter,1983-08-04,24.64,wo,4
pine_needles,1983-08-30,2.76,wo,4
male_cones,1983-08-30,0.04,wo,4
structural,1983-08-30,1.84,wo,4
total_litter,1983-08-30,4.64,wo,4
pine_needles,1983-09-04,1.4,wo,4
male_cones,1983-09-04,0,wo,4
structural,1983-09-04,0.08,wo,4
total_litter,1983-09-04,1.48,wo,4
pine_needles,1983-09-26,11.92,wo,4
male_cones,1983-09-26,0,wo,4
structural,1983-09-26,0.16,wo,4
total_litter,1983-09-26,12.08,wo,4
pine_needles,1983-10-13,4.88,wo,4
male_cones,1983-10-13,0,wo,4
structural,1983-10-13,0.04,wo,4
total_litter,1983-10-13,4.92,wo,4
pine_needles,1984-05-08,17.6,wo,4
male_cones,1984-05-08,0,wo,4
structural,1984-05-08,0.28,wo,4
total_litter,1984-05-08,17.88,wo,4
pine_needles,1983-06-07,1.36,wo,5
male_cones,1983-06-07,0,wo,5
structural,1983-06-07,0.12,wo,5
total_litter,1983-06-07,1.48,wo,5
pine_needles,1983-07-01,5.32,wo,5
male_cones,1983-07-01,1.04,wo,5
structural,1983-07-01,1.64,wo,5
total_litter,1983-07-01,8,wo,5
pine_needles,1983-08-04,5.4,wo,5
male_cones,1983-08-04,1.88,wo,5
structural,1983-08-04,10.04,wo,5
total_litter,1983-08-04,17.32,wo,5
pine_needles,1983-08-30,1.88,wo,5
male_cones,1983-08-30,0,wo,5
structural,1983-08-30,1.04,wo,5
total_litter,1983-08-30,2.92,wo,5
pine_needles,1983-09-04,NA,wo,5
male_cones,1983-09-04,NA,wo,5
structural,1983-09-04,NA,wo,5
total_litter,1983-09-04,NA,wo,5
pine_needles,1983-09-26,5.84,wo,5
male_cones,1983-09-26,0,wo,5
structural,1983-09-26,1.08,wo,5
total_litter,1983-09-26,6.92,wo,5
pine_needles,1983-10-13,5.84,wo,5
male_cones,1983-10-13,0,wo,5
structural,1983-10-13,0,wo,5
total_litter,1983-10-13,5.84,wo,5
pine_needles,1984-05-08,22.56,wo,5
male_cones,1984-05-08,0.04,wo,5
structural,1984-05-08,1.12,wo,5
total_litter,1984-05-08,23.72,wo,5
pine_needles,1983-06-07,1.16,wo,6
male_cones,1983-06-07,0.12,wo,6
structural,1983-06-07,0.24,wo,6
total_litter,1983-06-07,1.52,wo,6
pine_needles,1983-07-01,5.6,wo,6
male_cones,1983-07-01,0.92,wo,6
structural,1983-07-01,0.48,wo,6
total_litter,1983-07-01,7,wo,6
pine_needles,1983-08-04,10.88,wo,6
male_cones,1983-08-04,3.28,wo,6
structural,1983-08-04,11.92,wo,6
total_litter,1983-08-04,26.08,wo,6
pine_needles,1983-08-30,5.04,wo,6
male_cones,1983-08-30,0.08,wo,6
structural,1983-08-30,1.32,wo,6
total_litter,1983-08-30,6.44,wo,6
pine_needles,1983-09-04,2.36,wo,6
male_cones,1983-09-04,0.04,wo,6
structural,1983-09-04,0.04,wo,6
total_litter,1983-09-04,2.44,wo,6
pine_needles,1983-09-26,9.24,wo,6
male_cones,1983-09-26,0,wo,6
structural,1983-09-26,0.44,wo,6
total_litter,1983-09-26,9.68,wo,6
pine_needles,1983-10-13,6.56,wo,6
male_cones,1983-10-13,0,wo,6
structural,1983-10-13,0.08,wo,6
total_litter,1983-10-13,6.64,wo,6
pine_needles,1984-05-08,23.88,wo,6
male_cones,1984-05-08,0.04,wo,6
structural,1984-05-08,0.8,wo,6
total_litter,1984-05-08,24.72,wo,6
pine_needles,1983-06-07,1.12,wo,7
male_cones,1983-06-07,0.12,wo,7
structural,1983-06-07,0.16,wo,7
total_litter,1983-06-07,1.4,wo,7
pine_needles,1983-07-01,6.92,wo,7
male_cones,1983-07-01,1.72,wo,7
structural,1983-07-01,2.88,wo,7
total_litter,1983-07-01,11.52,wo,7
pine_needles,1983-08-04,12.32,wo,7
male_cones,1983-08-04,0,wo,7
structural,1983-08-04,31.52,wo,7
total_litter,1983-08-04,43.84,wo,7
pine_needles,1983-08-30,3.8,wo,7
male_cones,1983-08-30,0.04,wo,7
structural,1983-08-30,9.32,wo,7
total_litter,1983-08-30,13.16,wo,7
pine_needles,1983-09-04,NA,wo,7
male_cones,1983-09-04,NA,wo,7
structural,1983-09-04,NA,wo,7
total_litter,1983-09-04,NA,wo,7
pine_needles,1983-09-26,7.68,wo,7
male_cones,1983-09-26,0,wo,7
structural,1983-09-26,0.4,wo,7
total_litter,1983-09-26,8.08,wo,7
pine_needles,1983-10-13,7.68,wo,7
male_cones,1983-10-13,0.04,wo,7
structural,1983-10-13,0.76,wo,7
total_litter,1983-10-13,8.48,wo,7
pine_needles,1984-05-08,31.32,wo,7
male_cones,1984-05-08,2.04,wo,7
structural,1984-05-08,10.44,wo,7
total_litter,1984-05-08,43.8,wo,7
pine_needles,1983-06-07,1.12,wo,8
male_cones,1983-06-07,0.04,wo,8
structural,1983-06-07,0.28,wo,8
total_litter,1983-06-07,1.44,wo,8
pine_needles,1983-07-01,3.6,wo,8
male_cones,1983-07-01,0.52,wo,8
structural,1983-07-01,0.76,wo,8
total_litter,1983-07-01,4.88,wo,8
pine_needles,1983-08-04,7.36,wo,8
male_cones,1983-08-04,0.72,wo,8
structural,1983-08-04,16.84,wo,8
total_litter,1983-08-04,24.92,wo,8
pine_needles,1983-08-30,2.96,wo,8
male_cones,1983-08-30,0.16,wo,8
structural,1983-08-30,0.88,wo,8
total_litter,1983-08-30,4,wo,8
pine_needles,1983-09-04,NA,wo,8
male_cones,1983-09-04,NA,wo,8
structural,1983-09-04,NA,wo,8
total_litter,1983-09-04,NA,wo,8
pine_needles,1983-09-26,15.48,wo,8
male_cones,1983-09-26,0,wo,8
structural,1983-09-26,3.04,wo,8
total_litter,1983-09-26,18.52,wo,8
pine_needles,1983-10-13,6.16,wo,8
male_cones,1983-10-13,0,wo,8
structural,1983-10-13,0.2,wo,8
total_litter,1983-10-13,6.36,wo,8
pine_needles,1984-05-08,17.48,wo,8
male_cones,1984-05-08,0,wo,8
structural,1984-05-08,0.16,wo,8
total_litter,1984-05-08,17.64,wo,8
pine_needles,1983-06-07,1.44,wo,9
male_cones,1983-06-07,0,wo,9
structural,1983-06-07,0.08,wo,9
total_litter,1983-06-07,1.52,wo,9
pine_needles,1983-07-01,7.68,wo,9
male_cones,1983-07-01,1.32,wo,9
structural,1983-07-01,1.64,wo,9
total_litter,1983-07-01,10.64,wo,9
pine_needles,1983-08-04,15.44,wo,9
male_cones,1983-08-04,2.12,wo,9
structural,1983-08-04,24.4,wo,9
total_litter,1983-08-04,41.96,wo,9
pine_needles,1983-08-30,4.36,wo,9
male_cones,1983-08-30,0.04,wo,9
structural,1983-08-30,7.48,wo,9
total_litter,1983-08-30,11.88,wo,9
pine_needles,1983-09-04,NA,wo,9
male_cones,1983-09-04,NA,wo,9
structural,1983-09-04,NA,wo,9
total_litter,1983-09-04,NA,wo,9
pine_needles,1983-09-26,6.56,wo,9
male_cones,1983-09-26,0.08,wo,9
structural,1983-09-26,0.88,wo,9
